Account Number (Fishbowl),Customer Name,Address,City,State,Zip,Current Account Type,Assigned Sales Rep,Action Needed
"1807","Majestic Distribtion LLC","800 Interstate Parkway, unit 144","Waukee","Iowa","50263","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"619","Mark Pleshar","1708 E SPRING LN","HOLLADAY","Utah","84117-6900","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"615","Mark Wilson","4720 S WANDER LN","HOLLADAY","Utah","84117-5440","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"530","Master Chief's","4615 1st St","Pleasanton","California","94566","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1725","MATRIXGROWTH DISTRIBUTION LLC","11550 NIGHT HERON DR
IN STORE","NAPLES","Florida","34119-8865","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"641","Matthew Colvin","185 Tuscany Dr","Bridge City","Texas","77611","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"633","Maureen Powers","16 BLACK FRIAR RD","BRYN MAWR","Pennsylvania","19010-1004","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"604","Megan Foster","8320 RED FEATHER","ARCADIA","Oklahoma","73007-9449","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"880","Mellow Fellows Shop","2926 N Oakland ave, Unit B","Decatur","Illinois","62526","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Metro wholesale inc","4210 20th east","fife","Washington","98424","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1761","MIAMI GROCERIES","1535 WASHINGTON AVE
IN STORE","MIAMI BEACH","Florida","33139-7802","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"690","Micah Peterson","26 South Rio Grande Street","Salt Lake City","Utah","84101","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"587","Michael Moody","211 GLENMORE RD","CHAPEL HILL","North Carolina","27516-1138","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"586","Michelle Justen","5550 DUFFERIN DR","SAVAGE","Minnesota","55378-4628","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"709","Midnight Oasis","1108 S Water St","kent","Ohio","44240","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"771","Midnight Smoke Shop","307 SW State Rte 7","Blue Springs","Missouri","64015","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1420","Midview Smoke | OH","ATTN: Mohammad
35107 Royalton Road","Grafton","Ohio","44044","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1442","Mike's International","14535 Ventura Blvd","Sherman Oaks","California","91403","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Mile High Botanicals","1540 S Holly St, Unit #5","Denver","Colorado","80222","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"571","Milk & Honey/ IAI","333 e Rosevelt st,suite#114","phoenix","Arizona","85004","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Miller Hill Smoke Shop","2232 Mountain Shadow Drive","Duluth","Minnesota","55811","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"699","Miracle Distributor","774 American Dr","Bensalem","Pennsylvania","19020","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1551","Mittal Convenience Store","260 W Bridge St","Catskill","New York","12414","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1550","Mittal Petroleum Inc","2523 Route 44 and 82","Salt Point","New York","12578","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1168","mitz group","607 n orchard","boise","Idaho","83706","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1733","MOBIL - MUSHEH FUEL CO","1275 TAMIAMI TRL
IN STORE","PT CHARLOTTE","Florida","33953-3814","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"783","MOBILE 1","7718 BRIDGEPORT WAY W","LAKEWOOD","Washington","98499","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1709","Modest Dollar","5597 S Killernery St","Centennial","Colorado","80015","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1933","Moe's Smoke Shop","ATTN: MOE
3500 N 14th St","Bismark","North Dakota","58501","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1148","Moksh Smoke Shop","12626 Telge Rd","Cypress","Texas","77429","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Montana Moon Reflexology LLC","116 Hillcrest Avenue","Glendive","Montana","59330","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"498","mountain smokeshop","21811 n scottsdale rd","scottsdale","Arizona","85255","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1741","MR EXPRESS","19305 STATE HIGHWAY 71 W
IN STORE","SPICEWOOD","Texas","78669-6551","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"514","Mr. nice guy smoke emporium","905 e new haven ave","melbourne","Florida","32901","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1870","Mr. Zip #603","3909 S Congress Ave","Austin","Texas","78704","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1869","Mr. Zip #607","15359 S Interstate 35","Buda","Texas","78610","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1253","My Beverage Company","Attn: Tariq (718-781-9936)
6135 142nd Avenue North Unit D","Clearwater","Florida","33760","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1773","My Smoke Stash Corp","6418 N UNIVERSITY DR","Tamarac","Florida","33321","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1742","NADAL'S DELI & ORGANIC","3399 BROADWAY
IN STORE","NEW YORK","New York","10031-7416","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1829","NashNash Vape & Eddies","2301 Circle Dr W Suite D","Spirit Lake","Iowa","51360","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1871","Nate Vending","117 Portland Ave. 211","Minneapolis","Minnesota","55401","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1819","NATIVE GROCERY","705 TILLERY ST
IN STORE","AUSTIN","Texas","78702-3740","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1186","Neighborhood Market","111 dick buchanan st","La Vergne","Tennessee","37086","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1801","Nevada Cash & Carry","1015 telegraph Ste. A","Reno","Nevada","89502","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1715","Nevada Nexus Distributors","6225 S. Mojave Rd, Unit D","Las Vegas","Nevada","89120","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1078","nevada smokeshop","7460 w lake mead blvd","las vegas","Nevada","89128","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"17","New Dawn","14440 Frank St
Suite 111","Omaha","Nebraska","68137","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1644","New Smoke Shop","1 Coppland St","Quincy","Massachusetts","2169","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1528","Nick Food Mart","25020 Blanco Rd ste. 190","San Antonio","Texas","78260","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1199","Night Owl Smoke Shop","39872 Los Alamos Rd STE. A11","Murrieta","California","92562","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Nikk Drips","6590 West Seltice Way","Post Falls","Idaho","83854","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"773","Nimbus Wholesale","4825 Broadway","Denver","Colorado","80216","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Nimbus Wholesale (CO Springs)","123 Winter Dr","Colorado Springs","Colorado","80907","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1328","NNT OF TITUSVILLE","1527 N Singleton Ave","Titusville","Florida","32796","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1727","NORCAL LIQUORS","1162 N TRACY BLVD
IN STORE","TRACY","California","95376-3434","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Northland Vapor LLC","201 5th St North, Suite 1600","Fargo","North Dakota","58102","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1138","Northwest distro","6325 212th st sw suite E","lynwood","Washington","98036","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Northwest Importer - mountlake","21707 66th Ave W","Mountlake terrece","Washington","98043","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1432","noura smoke & vape shop","ATTN: Johni
2401 N Ponce De Leon Blvd","St. Augustine","Florida","32084","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Novelty Plus Wholesale","2431 Hwy 41 S","Greenbrier","Tennessee","37073","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"287","Number One Distro","5740 Logan Street","Denver","Colorado","80216","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1860","O.K. Distributing Company, Inc.","ATTN: Kelly
522 14th Ave. West","Williston","North Dakota","58801","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1746","OAK SMOKE SHOP","654 LINDERO CANYON RD
STORE","OAK PARK","California","91377-5458","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"959","OG wholesale","27970 Chardon Road","Willoughby","Ohio","44092","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1736","OLD NELSON FOOD MARKET SPRING GARDEN","1500 SPRING GARDEN ST
IN STORE","PHILADELPHIA","Pennsylvania","19130-4067","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"120","Old School Vaper Co","1223 School Street Unit 8","Spring Hill","Tennessee","37177","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"158","Olympia Wholesale","3906 northridge place s.e.","Lacey","Washington","98503","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"551","One Love","1600 w 1st st","Loveland","Colorado","80537","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"553","OOvape llc","3668 w anthem way B150","anthem","Arizona","85086","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"271","Orchard Express","121 n orchard st","boise","Idaho","83706","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1884","Oregon Distro","10475 SE Division St","Portland","Oregon","97266","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1760","ORGANIC GIRL ON 3RD","9401 3RD AVE
IN STORE","BROOKLYN","New York","11209-6803","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1772","ORGANIC SNACKS 1 & CONVENIENCE","566 5TH AVE
IN STORE","BROOKLYN","New York","11215-5435","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1415","Otg Distribution","6229 Pearl Rd.","Parma heights","Ohio","44130","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"240","Outter Limits","7902 N MacArthur Blvd","Oklahoma City","Oklahoma","73132","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1027","Ozone smoke shop | Zion","2107 Sheridan Rd","Zion","Illinois","60099","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"635","Paige Lynch","13204 CHANDLER CT","FREDERICKSBRG","Virginia","22407-1913","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1726","PARADISE SMOKE SHOP(HUNT)","15 OXFORD WAY UNIT 7","HUNTINGTOWN","Maryland","20639-3315","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"669","Paradise Tobacco","1926 De La Vina St","Santa Barbara","California","93101","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"501","Paramount Imports","455 Meridian Ave","San Jose","California","95126","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Paykoc Imports","5733 Logan CT","Denver","Colorado","80216","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"235","PB's C Store","1265 S Capitol Blvd
#101","Boise","Idaho","83706","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"772","PBC Trading Inc","4062 Forest Hill Blvd","Palm Springs","Florida","33406","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"789","PEACHY MART","6301 N Lamar Blvd","Austin","Texas","78752","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"768","Perdido Smoke Shop","17288 Perdido Key Dr","Pensacola","Florida","32507","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"630","Petra Schlemlein","12328 200TH AVE SE","ISSAQUAH","Washington","98027-5425","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"506","phoenixville smoke inc","640 bridge st","phoenixville","Pennsylvania","19460","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"941","Pinewood Club LLC","4333 Silver Star Road
Unit 155","Orlando","Florida","32808","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1047","pioneer wholesale","3955 w mesa vista ave Suite A10","las vegas","Nevada","89118","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1845","Pitstop Express #29","8520 Martin Luther King BLVD","Houston","Texas","77033","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1235","pittsburgh wholesale","1810 parkway view dr","pittsburgh","Pennsylvania","15205","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"945","Plant City Smoke Shop","406 N Alexander st","Plant City","Florida","33563","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1169","Plus One Distribution","25 south 900 west","salt lake","Utah","84020","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Pluto's Smoke Shop | WY","1829 Dell Range Blvd","Cheyenne","Wyoming","82009","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1263","pony express","3267 divine heights suite#307","colorado springs","Colorado","80922","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"642","Port City Distro","4201 Emerson Street","Wilmington","North Carolina","28401","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Portland Smoke & Vape","1041 Brighton Ave Ste 8","Portland","Maine","4102","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"114","Pot O' Gold Variety & Pawn","161 W Main Street","Camden","Tennessee","38320","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1815","PRATT GOURMET & DELI CORP","551 MYRTLE AVE
IN STORE","BROOKLYN","New York","11205-2654","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Precision Edge Fit LLC","14440 F St. Suite 111","Omaha","Nebraska","68137","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"577","Premium Supplements LLC","1 Mountain Drive","Imlay City","Michigan","48444","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1797","Price Perfect Distributors","2 Pierpont Ave","Newburgh","New York","12550","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1712","Prime Distributors","7750 NW 46th Street
PTY10126713","Miami","Florida","33166","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1028","Prolific Distro","4566 n Carlsbad way","boise","Idaho","83703","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"318","Public Smokeshop","341 Main St","Longmont","Colorado","80501","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1552","Puff N Stuff","522 Burmont Rd","Pennsylvania","Pennsylvania","19026","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1208","puffs smoke and vape","7731 w 92nd ave","westminster","Colorado","80021","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1152","Purple Haze","2250 S Atlantic Ave","Daytona Beach","Florida","32118","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","PURPLE HAZE GRANADA HILLS-GH (CA)","10670-a Balboa Blvd","Granada Hills","California","91344","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","PURPLE HAZE HERMOSA BEACH-HM (CA)","504 Pacific Coast Highway","Hermosa Beach","California","90254","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","PURPLE HAZE HUNTINGTON BEACH-HN (CA)","16516 Beach Blvd","Huntington Beach","California","92647","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","PURPLE HAZE PORTER RANCH-RANCH (CA)","10323 Zelzah Ave.","Porter Ranch","California","91326","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","PURPLE HAZE SHERMAN OAKS-SO (CA)","12910 Magnolia Blvd","Sherman Oaks","California","91423","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","PURPLE HAZE STUDIO CITY-SC (CA)","4358 Laurel Canyon Blvd","Studio City","California","91604","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","PURPLE HAZE WINNETKA-WIN (CA)","7576 Winnetka Ave","Winnetka","California","91306","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1193","purple rain tobacco and vape","2243 n Main st Unit B","summerville","South Carolina","29486","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"775","Px wholesale","4690 interstate dr suite S","west chester","Ohio","45246","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1762","QUEEN VILLAGE FOOD MARKET","339 BAINBRIDGE ST
IN STORE","PHILADELPHIA","Pennsylvania","19147-1547","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1197","Quickie-Mart","5310 S. Peoria","Tulsa","Oklahoma","74105","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"339","R.B. One stop | Tom Randall Distributing","527 s 700 w","woods cross","Utah","84087","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1562","R&R Candy LLC","3368 Campbell Ave","Honolulu","Hawaii","96815","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"679","RA Royal Smokers","610 n state st","bunnell","Florida","32110","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1641","Rainbow Smoke Shop","125 Washington Valley Rd Ste 8","Warren","New Jersey","7059","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1822","RAINCITY WHOLESALE","5013 PACIFIC HWY E STE 10","FIFE","Washington","98424-3430","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1740","RAVENS CROFT MARKET","11210 MENCHACA RD BLDG 1","AUSTIN","Texas","78748","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Raw Distribution","1609 Abram Ct","San Leandro","California","94577","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1103","Red Rock Distribution","3620 Pelham Rd Ste 5-121","Greenville","South Carolina","29615","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Rehbar Ehmar LLC | Bismarck","625 South Washington Street, Unit A","Bismarck","North Dakota","58504","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"582","Reid Williams","11676 NEBRASKA AVE","LOS ANGELES","California","90025-5336","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1825","Rippah's","Attn: Billy
912 S Central Ave","Medford","Oregon","97501","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1666","Rise Smoke Shop","3131 Alpine Ave NW B","Comstock Park","Michigan","49321","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1478","River Tobacco","210 27th Avenue SE","Minneapolis","Minnesota","55414","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"796","ROADSTER TRAVEL CENTER","13745 S IH 35 Service Rd","Jarell","Texas","76537","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"761","ROADTRIP","140 Arrowhead Ranch Blvd","Dripping Springs","Texas","78620","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"827","robert farias","2214 North 23rd Street","Boise","Idaho","83702","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1074","Rochester Smoke Shop","ATTN: Steve
3456 55th St NW","Rochester","Minnesota","55901","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1818","ROCKIN G OIL","1515 W HIGHWAY 21
IN STORE","CALDWELL","Texas","77836-1499","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"675","Rollin Smoke Shop","1113 N Carpenter Rd","Modesto","California","95351","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1661","Rolling & Co","22167 Westheimer Pkwy Suite 150","Katy","Texas","77450","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1667","Roots Kava Bar","250 E Main St","Port Jefferson","New York","11777","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"644","Royal Novelties","7381 Amador Valley Blvd","Dublin","California","94568","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1088","Royal Tobacco Outlet","2106 Macdade blvd","Holmes","Pennsylvania","19043","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"842","Rusty's Vape & Smoke Shop","6089 Quebec St.","Commerce City","Colorado","80022","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1460","Sak Wholesale","2501 Hospitality Ln.","Columbia","Tennessee","38401","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1222","Salina Wholesale","5060 N Royal Atlanta Dr Ste 6","Tucker","Georgia","30084","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"590","Sam Wray","7575 E 29TH PL APT 2138","DENVER","Colorado","80238-4053","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"583","Samer Bader","103 WESTERLY ST","YONKERS","New York","10704-1941","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"629","Samuel Davis","1019 TALANG ST NW","ALBUQUERQUE","New Mexico","87120-1066","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"136","Santino Novasio","3525 E MACINTOSH LN","COTTONWOOD HEIGHTS","Utah","84121-4512","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"305","sarok whitelabel","4939 w Ray rd ste 24","chandler","Arizona","85226","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"121","Savage Wholesale","220 N River Ridge Circle","Burnsville","Minnesota","55337","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1502","SD Suppliers","34 Noelane Ave Unit B","Penndle","Pennsylvania","19047","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1769","SEABREEZE GOURMET DELI 1 CORP","2925 SURF AVE
IN STORE","BROOKLYN","New York","11224-1705","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1636","Sector 4","108 Bridge St","Corning","New York","14830","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1504","Security Smoke LLC","1132 S Charles Street","Baltimore","Maryland","21230","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"738","Sema-Vape International","9601 Humboldt Ave S","Bloomington","Minnesota","55431","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1582","Sentyrz Liquor & Supermarket","1612 NE 2nd St","Minneapolis","Minnesota","55413","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"607","Sergio Palomino","7257 W LAWRENCE AVE APT 2A","HARWOOD HTS","Illinois","60706-3550","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1705","Sexy Vape 2 Smoke Shop","613 West Hallandale Beach Blvd
Unit 9","Hallandale Beach","Florida","33009","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"542","SF professional distro","3149 cole rd","boise","Idaho","83709","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"831","Shawn Chaney","141 Thompson-Chaney ln.","Dallas","North Carolina","28034","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"625","Shaylyn Svoboda","2510 ELMONT DR APT 206B","AUSTIN","Texas","78741-1748","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"712","Shell cold springs","3906 Alexandria Pike","Cold Springs","Kentucky","41076","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"739","Shylock Wholesale","710 dry gulch rd","stevensville","Montana","59870","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Silk Road Distro","1440 Landmeier Road","Elk Grove Village","Illinois","60007","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"966","sj mart","10128 s redwood suite i","south jordan","Utah","84095","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"731","Sky High Smoke Shop","64 N Broadway","Denver","Colorado","80203","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1038","skyhigh distribution","1425 e university dr  suite B103","tempe","Arizona","85281","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1160","Smoekshop LLC","446 Market St","Saddle Brook","New Jersey","7663","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1652","Smoke & Ashes Tobacco","224 CentreA Ave","Abington","Massachusetts","2351","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
