"Customer #","Name","Account Number","Sales Rep","Account Type","Transfer Status","Original Owner","Copper ID"
"839","Mercurius Smoke Shop","","Ben Wallner","Wholesale","","Jared","72775978"
"1211","Mermaid Food Store 2","","Zalak Zaveri","Wholesale","","Jared","72776089"
"1912","Metro Smoke","","Zalak Zaveri","Wholesale","","Zalak","74820922"
"1183","Metro wholesale inc","","Ben Wallner","Distributor","","BenW","72196382"
"1761","MIAMI GROCERIES","","ShipStation","Wholesale","","ShipStation","72979841"
"690","Micah Peterson","","Unassigned","Retail","","SHOPIFY","74821012"
"884","Michael Best & Friedrich","","Derek Whitworth","Wholesale","","admin","72776412"
"187","Michael Hobbs","","Zalak Zaveri","Wholesale","","admin","72775982"
"587","Michael Moody","","Unassigned","Retail","","ShipStation","74820957"
"586","Michelle Justen","","Unassigned","Retail","","ShipStation","74820956"
"338","midnight market | Vape And Smoke","","Brandon Good","Wholesale","","BrandonG","72775985"
"709","Midnight Oasis","","Unassigned","Wholesale","","Sergio","72196343"
"771","Midnight Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","70961253"
"1420","Midview Smoke | OH","","Unassigned","Wholesale","","BrandonG","71725246"
"665","Midwest Smoke Shop","","JaredM","Wholesale","","Jared","72775986"
"968","Midwest Smoke Shop | Omaha NE","","JaredM","Wholesale","","BrandonG","72776090"
"1442","Mike's International","","Jared Leuzinger","Wholesale","","Jared","72279758"
"297","Mike's Smoke & Gift Shop","","Unassigned","Wholesale","","Jared","72775989"
"1425","Mike's Smoke cigar and gifts","","Sergio","Wholesale","","BrandonG","72775990"
"730","Mile High Botanicals","","Brandon Good","Wholesale","","BrandonG","70961219"
"571","Milk & Honey/ IAI","","JaredM","Wholesale","","Sergio","72196319"
"1512","Miller Hill Smoke Shop","","Joe Simmons","Wholesale","","admin","72776091"
"1241","MILLWOOD GROCERY AND SPIRITS","","Ben Wallner","Wholesale","","BenW","70963065"
"899","MiniMax","","Jared Leuzinger","Wholesale","","admin","72776414"
"699","Miracle Distributor","","Derek Whitworth","Wholesale","","DerekW","72196336"
"1551","Mittal Convenience Store","","Derek Whitworth","Wholesale","","DerekW","72239445"
"1550","Mittal Petroleum Inc","","Derek Whitworth","Wholesale","","DerekW","71333658"
"1168","mitz group","","Unassigned","Wholesale","","Sergio","74437836"
"1733","MOBIL - MUSHEH FUEL CO","","ShipStation","Wholesale","","ShipStation","74438027"
"1182","Moderne Primitives | TX","","Jared Leuzinger","Wholesale","","BrandonG","72776093"
"1709","Modest Dollar","","Brandon Good","Wholesale","","BrandonG","73152072"
"1933","MOE'S SMOKE SHOP","","Brandon Good","Wholesale","","BrandonG","72982621"
"1148","Moksh Smoke Shop","","Unassigned","Wholesale","","Jared","74820829"
"1136","Montana Moon Reflexology LLC","","Brandon Good","Wholesale","","BrandonG","72775826"
"536","Moon Smoke Shop","","JaredM","Wholesale","","Unassigned","72775999"
"770","Moonbound 2020 Inc","","Zalak Zaveri","Wholesale","","DerekW","72776094"
"1459","Mountain High Wellness | WY","","Brandon Good","Wholesale","","BrandonG","72776095"
"498","mountain smokeshop","","JaredM","Wholesale","","Sergio","72196307"
"1741","MR EXPRESS","","Unassigned","Wholesale","","Unassigned","72983859"
"1658","Mr Farmacist- Botanicals","","Jared Leuzinger","Wholesale","","Jared","72776096"
"1173","Mr. Checkout Distributors","","Ben Wallner","Distributor","","BenW","72776003"
"514","Mr. nice guy smoke emporium","","Zalak Zaveri","Wholesale","","Sergio","72196310"
"1654","Mr. Nice Guys","","Joe Simmons","Distributor","","JSimmons","72451801"
"1515","Mr. Smoke Florida","","Zalak Zaveri","Wholesale","","Zalak","72775532"
"1870","Mr. Zip #603","","Jared Leuzinger","Wholesale","","Jared","74110317"
"1869","Mr. Zip #607","","Jared Leuzinger","Wholesale","","Jared","74820917"
"1253","My Beverage Company","","Zalak Zaveri","Distributor","","Zalak","74820863"
"416","My Smoke Shop","","Ben Wallner","Wholesale","","Tates","72776008"
"657","My Smoke Shop - Sunnyvale","","Unassigned","Wholesale","","DerekW","72776009"
"1773","My Smoke Stash Corp","","Zalak Zaveri","Wholesale","","Zalak","73239043"
"417","Myxed Up Creations","","Brandon Good","Wholesale","","Jared","72776010"
"1742","NADAL'S DELI & ORGANIC","","Unassigned","Wholesale","","ShipStation","74438042"
"1829","NashNash Vape & Eddies","","Jared Leuzinger","Wholesale","","Jared","74820905"
"1871","Nate Vending","","Joe Simmons","Wholesale","","JSimmons","74820918"
"1180","Nate's Smoke Shop","","Unassigned","Wholesale","","DerekW","72776100"
"1819","NATIVE GROCERY","","Unassigned","Wholesale","","ShipStation","74438112"
"1345","Natural Vibrations","","Unassigned","Wholesale","","JSimmons","72776103"
"277","Nectar Vape & Smoke Shop","","Ben Wallner","Wholesale","","Jared","72776015"
"1423","Neighborhood Food Liquor & Tobacco","","Unassigned","Wholesale","","DerekW","72776104"
"1186","Neighborhood Market","","Unassigned","Wholesale","","Jared","74820836"
"1494","Nepa 2 Wholesale LLC","","Zalak Zaveri","Distributor","","Zalak","72776017"
"1801","Nevada Cash & Carry","","JaredM","Distributor","","Jared","73537817"
"1715","Nevada Nexus Distributors","","JaredM","Distributor","","Shane-Inactive","73182409"
"1078","nevada smokeshop","","JaredM","Wholesale","","Sergio","74820809"
"565","New City Plus Glass Shop","","Ben Wallner","Wholesale","","DerekW","72776018"
"17","New Dawn","","Unassigned","Wholesale","","admin","72776415"
"561","New Smoke For Less","","Ben Wallner","Wholesale","","DerekW","72776020"
"1644","New Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","72395772"
"664","News & Cigarette City","","Ben Wallner","Wholesale","","DerekW","72776021"
"1528","Nick Food Mart","","Jared Leuzinger","Wholesale","","Jared","72219209"
"1199","Night Owl Smoke Shop","","Unassigned","Wholesale","","Jared","74820843"
"1206","Nikk Drips Retail","","JaredM","Wholesale","","Jared","72776105"
"773","Nimbus Wholesale","","Brandon Good","Distributor","","Jared","72072653"
"1185","Nimbus Wholesale (CO Springs)","","Brandon Good","Wholesale","","Jared","74820835"
"1414","Nirvana Smok Shop | NY","","Derek Whitworth","Wholesale","","BrandonG","72776106"
"1328","NNT of Titusville","","Joe Simmons","Wholesale","","JSimmons","71708454"
"1955","No Gravity","","Derek Whitworth","Wholesale","","DerekW","74820934"
"1226","No Limit Smoke Shop","","Ben Wallner","Wholesale","","DerekW","72776110"
"1322","NOMAD SMOKE SHOP","","Derek Whitworth","Wholesale","","JSimmons","72776111"
"1727","NORCAL LIQUORS","","ShipStation","Retail","","ShipStation","72987365"
"1783","Noreservations","","Derek Whitworth","Wholesale","","DerekW","73432129"
"302","Northland Vapor & CBD","","Unassigned","Wholesale","","mattPeters","72776026"
"439","Northland Vapor LLC","","Derek Whitworth","Distributor","","BrandonG","70961230"
"1138","Northwest distro","","Ben Wallner","Distributor","","Sergio","71539932"
"1506","Northwest Importer - Fife","","Ben Wallner","Distributor","","Unassigned","72776027"
"1505","Northwest Importer - mountlake","","Sergio","Distributor","","BenW","72196409"
"1432","noura smoke & vape shop","","Brandon Good","Wholesale","","BrandonG","70963074"
"1204","Nova Distro Inc","","Unassigned","Distributor","","Unassigned","72776028"
"193","Novelty Outlet USA","","Ben Wallner","Wholesale","","Sergio","72776029"
"1089","Novelty Plus Wholesale","","Zalak Zaveri","Distributor","","Zalak","74820815"
"925","Novelty Wholesale INC","","Unassigned","Distributor","","Jared","72776030"
"287","Number One Distro","","Brandon Good","Distributor","","Jared","72231686"
"2026","Numia Healing","","Unassigned","Retail","","BrandonG",""
"1646","Nutrition City","","Joe Simmons","Wholesale","","JSimmons","72776031"
"480","NY Smoke and Vape","","Derek Whitworth","Wholesale","","DerekW","72776033"
"910","NYC Convenience","","Unassigned","Wholesale","","admin","72776416"
"1860","O.K. Distributing Company, Inc.","","Brandon Good","Distributor","","BrandonG","74820915"
"1581","Oahu Drinks Inc. | HI","","Brandon Good","Distributor","","BrandonG","72776035"
"1746","OAK SMOKE SHOP","","ShipStation","Retail","","ShipStation","72988539"
"1541","Oaks Goods Disribution LLC","","Jared Leuzinger","Wholesale","","Zalak","72776036"
"1338","Ocean Smoke Shop","","Unassigned","Wholesale","","DerekW","72776112"
"1039","OG Lucky's Smoke Shop | Minot","","Unassigned","Wholesale","","BrandonG","72776113"
"959","OG wholesale","","Unassigned","Distributor","","Zalak","71725247"
"1885","OH-BC HQ LLC","","Unassigned","Distributor","","Unassigned","73941811"
"1895","OHM FOOD MART","","Zalak Zaveri","Wholesale","","Zalak","72989109"
"1032","Oklahoma Green Stop | Stillwater","","JaredM","Wholesale","","BrandonG","72776114"
"1736","OLD NELSON FOOD MARKET SPRING GARDEN","","ShipStation","Wholesale","","ShipStation","74438030"
"120","Old School Vaper Co","","Unassigned","Wholesale","","Tates","74820844"
"158","Olympia Wholesale","","Ben Wallner","Distributor","","BenW","72196272"
"551","One Love","","Brandon Good","Wholesale","","Jared","72189353"
"1677","One Stop Smoke Shop | UT","","Brandon Good","Wholesale","","BrandonG","72775862"
"553","OOvape llc","","JaredM","Wholesale","","Sergio","72196314"
"1184","Orbit Distro LLC","","Jared Leuzinger","Distributor","","Unassigned","72776042"
"271","Orchard Express","","Sergio","Wholesale","","admin","72196280"
"1884","Oregon Distro","","Ben Wallner","Distributor","","BenW","74438162"
"123","Oregon Seed to Sale","","Unassigned","Distributor","","admin","72775809"
"1119","Oregon Vape Society, CBD | Eugene","","Ben Wallner","Wholesale","","BrandonG","72776115"
"1760","ORGANIC GIRL ON 3RD","","ShipStation","Wholesale","","ShipStation","72990919"
"1772","ORGANIC SNACKS 1 & CONVENIENCE","","ShipStation","Retail","","ShipStation","74820882"
"1443","Oriental Imports","","Brandon Good","Wholesale","","Unassigned","72776045"
"1415","Otg Distribution","","Sergio","Distributor","","Shane-Inactive","71725240"
"1485","OURGLASS SMOKESHOP LLC | CO","","Brandon Good","Wholesale","","BrandonG","72776116"
"742","Outcast Distribution LLC","","Jared Leuzinger","Distributor","","Jared","72776047"
"1411","Outlier Distribution","","mcraft","Distributor","","mcraft","72776417"
"240","Outter Limits","","JaredM","Wholesale","","Jared","72453589"
"1284","Overlea Tobacco & Supermart","","Derek Whitworth","Wholesale","","JSimmons","72776117"
"1027","Ozone smoke shop | Zion","","Unassigned","Wholesale","","BrandonG","74820795"
"635","Paige Lynch","","Unassigned","Retail","","ShipStation","74821006"
"905","Paleface Grocery","","Jared Leuzinger","Wholesale","","admin","72776418"
"1567","Pamir Smoke Shop | CO","","Brandon Good","Wholesale","","BrandonG","72776121"
"1568","Pamir Smoke Shop 2 | CO","","Brandon Good","Wholesale","","BrandonG","72776122"
"824","Par Wholesale LLC","","Unassigned","Distributor","","Jared","72776055"
"1726","PARADISE SMOKE SHOP(HUNT)","","ShipStation","Retail","","ShipStation","74438019"
"669","Paradise Tobacco","","Unassigned","Wholesale","","DerekW","70961211"
"881","Paradox Wilsonville","","Brandon Good","Wholesale","","BenW","70963026"
"501","Paramount Imports","","Unassigned","Wholesale","","DerekW","70961259"
"1287","patorco smoke shop","","Derek Whitworth","Wholesale","","Unassigned","72776127"
"202","Patriot Wholesale","","Unassigned","Distributor","","admin","72776058"
"570","Paykoc Imports","","Brandon Good","Wholesale","","BrandonG","72196318"
"443","Payless Cigarettes","","Unassigned","Wholesale","","DerekW","72776059"
"394","Payson Smoke and Vape","","JaredM","Wholesale","","mattPeters","72776061"
"235","PB's C Store","","Sergio","Wholesale","","admin","72196278"
"772","PBC Trading Inc","","Derek Whitworth","Wholesale","","DerekW","70961200"
"650","Peace Pipe Smoke Shop","","Unassigned","Wholesale","","DerekW","72776062"
"789","PEACHY MART","","Unassigned","Wholesale","","SHOPIFY","74437754"
"795","Pearl Distribution inc","","Brandon Good","Distributor","","Jared","72776064"
"1948","Pehnawa Distro","","Derek Whitworth","Distributor","","DerekW","73447464"
"768","Perdido Smoke Shop","","Zalak Zaveri","Wholesale","","DerekW","70961257"
"630","Petra Schlemlein","","Unassigned","Retail","","ShipStation","74821000"
"506","phoenixville smoke inc","","Derek Whitworth","Wholesale","","Sergio","72196308"
"876","Pied Piper","","Jared Leuzinger","Wholesale","","Zalak","72776066"
"941","Pinewood Club LLC","","Robert Farias","Wholesale","","admin","72776419"
"1047","pioneer wholesale","","JaredM","Distributor","","Jared","74820805"
"1845","Pitstop Express #29","","Jared Leuzinger","Wholesale","","Jared","73787140"
"1235","pittsburgh wholesale","","Derek Whitworth","Distributor","","DerekW","74820858"
"1517","Planet X Vapor & Smoke | AK","","Brandon Good","Wholesale","","BrandonG","72776128"
"945","Plant City Smoke Shop","","Derek Whitworth","Wholesale","","Zalak","70961209"
"1169","Plus One Distribution","","Sergio","Distributor","","Shane-Inactive","74820834"
"1676","Pluto's Smoke Shop | ND","","Brandon Good","Wholesale","","BrandonG","72775863"
"1675","Pluto's Smoke Shop | WY","","Brandon Good","Wholesale","","BrandonG","72162675"
"1263","pony express","","Brandon Good","Wholesale","","Sergio","74820864"
"642","Port City Distro","","Zalak Zaveri","Distributor","","Zalak","72776070"
"942","Port City Distro","","Unassigned","Distributor","","Zalak","74821021"
"916","Portland Exon","","Unassigned","Wholesale","","Jared","72775794"
"1132","Portland Smoke & Vape","","Derek Whitworth","Wholesale","","DerekW","74820825"
"114","Pot O' Gold Variety & Pawn","","Unassigned","Wholesale","","Tates","74437505"
"674","Power Smoke Shop","","Ben Wallner","Wholesale","","Tates","72776072"
"1815","PRATT GOURMET & DELI CORP","","Derek Whitworth","Wholesale","","ShipStation","74820898"
"1557","Precision Edge Fit LLC","","JaredM","Wholesale","","admin","72775828"
"1392","Premium Clouds Vape","","Unassigned","Wholesale","","DerekW","72776130"
"577","Premium Supplements LLC","","Unassigned","Wholesale","","Sergio","72196322"
"1797","Price Perfect Distributors","","Derek Whitworth","Distributor","","DerekW","73507527"
"1712","Prime Distributors","","Shane-Inactive","Distributor","","Shane-Inactive","74438007"
"293","Prince Royal Inc","","Jared Leuzinger","Wholesale","","mattPeters","72776075"
"1028","Prolific Distro","","Unassigned","Distributor","","Sergio","74437793"
"727","PSM Distributors","","Derek Whitworth","Distributor","","Jared","72776077"
"1553","Public Smoke Shop | CO","","Brandon Good","Wholesale","","BrandonG","72776131"
"318","Public Smokeshop","","Brandon Good","Wholesale","","Sergio","72196285"
"1552","Puff N Stuff","","Derek Whitworth","Wholesale","","DerekW","71805123"
"538","Puff On Smoke Shop","","JaredM","Wholesale","","Unassigned","72776079"
"275","Puff-N-Go Smoke & Vapor","","Jared Leuzinger","Wholesale","","Jared","72776080"
"1097","Puff-N-Stuff","","Brandon Good","Wholesale","","JoshC","72776132"
"321","Puff-x | Gdhungal LLC","","Brandon Good","Wholesale","","Sergio","72776083"
"1208","puffs smoke and vape","","Brandon Good","Wholesale","","Sergio","74820845"
"926","Puffs vape/head shop","","Unassigned","Wholesale","","BrandonG","72776133"
"541","Pumpernickel Pops","","Zalak Zaveri","Distributor","","admin","74820947"
"1943","Purple Distribution LLC","","Derek Whitworth","Distributor","","DerekW","74820928"
"1152","Purple Haze","","Zalak Zaveri","Wholesale","","Zalak","70961207"
"1017","PURPLE HAZE CHATSWORTH-TOP (CA)","","admin","Wholesale","","admin","72775536"
"997","PURPLE HAZE COSTA MESA-CM (CA)","","admin","Wholesale","","admin","72775537"
"999","PURPLE HAZE GRANADA HILLS-GH (CA)","","admin","Wholesale","","admin","72775538"
"1000","PURPLE HAZE HERMOSA BEACH-HM (CA)","","admin","Wholesale","","admin","72775545"
"1001","PURPLE HAZE HUNTINGTON BEACH-HN (CA)","","admin","Wholesale","","admin","72775554"
"1004","PURPLE HAZE LOS ANGELES-LA (CA)","","admin","Wholesale","","admin","72775555"
"1005","PURPLE HAZE LOS ANGELES-LA2 (CA)","","admin","Wholesale","","admin","72775556"
"1010","PURPLE HAZE NORTHRIDGE-NORTH (CA)","","admin","Wholesale","","admin","72775559"
"1012","PURPLE HAZE PORTER RANCH-RANCH (CA)","","admin","Wholesale","","admin","72775560"
"1014","PURPLE HAZE SHERMAN OAKS-SO (CA)","","admin","Wholesale","","admin","72775561"
"1013","PURPLE HAZE STUDIO CITY-SC (CA)","","admin","Wholesale","","admin","72775562"
"1020","PURPLE HAZE VAN NUYS-VN (CA)","","Unassigned","Wholesale","","admin","72775563"
"495","purple haze vape n smoke shop","","Jared Leuzinger","Wholesale","","Jared","72776097"
"1021","PURPLE HAZE WINNETKA-WIN (CA)","","admin","Wholesale","","admin","72775565"
"1193","purple rain tobacco and vape","","Unassigned","Wholesale","","Sergio","74820840"
"775","Px Wholesale","","Sergio","Distributor","","admin","71725241"
"200","Qawasmi Group","","Unassigned","Distributor","","admin","72776422"
"1762","QUEEN VILLAGE FOOD MARKET","","Unassigned","Wholesale","","ShipStation","74438059"
"1197","Quickie-Mart","","JaredM","Wholesale","","Jared","74820842"
"557","Quin Voss","","Brandon Good","Wholesale","","Jared","72776101"
"1436","R H Tobacco","","Unassigned","Wholesale","","JSimmons","72776134"
"339","R.B. One stop | Tom Randall Distributing","","Brandon Good","Wholesale","","Sergio","72196295"
"1562","R&R Candy LLC","","Joe Simmons","Wholesale","","BrandonG","72238365"
"679","RA Royal Smokers","","Zalak Zaveri","Wholesale","","Sergio","72196329"
"631","Rachel O'Connor","","Unassigned","Retail","","ShipStation","74821001"
"1641","Rainbow Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","71634725"
"1822","RAINCITY WHOLESALE","","Ben Wallner","Distributor","","ShipStation","74310289"
"295","Rameshwaram llc","","JaredM","Wholesale","","Unassigned","72776107"
"1318","Rave Distribution","","Jared Leuzinger","Distributor","","DerekW","72776108"
"1740","RAVENS CROFT MARKET","","Unassigned","Wholesale","","ShipStation","74438039"
"504","Raw Distribution","","Ben Wallner","Distributor","","BenW","70961198"
"670","Real Deal Smoke & Vape","","JaredM","Wholesale","","Tates","72776109"
"1278","Red Mill Tobacco Vape & Cigar","","Unassigned","Wholesale","","JSimmons","72776138"
"1524","Red Mountain Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","72776140"
"1103","Red Rock Distribution","","Zalak Zaveri","Distributor","","DerekW","74820817"
"1303","Red Wing Smoke Shop","","Unassigned","Wholesale","","JSimmons","72776141"
"1647","Redmill Tobacco","","Derek Whitworth","Wholesale","","DerekW","72395774"
"1289","Reel Smoke n Vape | Mukilteo","","Ben Wallner","Wholesale","","BrandonG","72776142"
"1645","Rehbar Ehmar LLC | Bismarck","","Brandon Good","Wholesale","","BrandonG","72776143"
"1406","Rehbar Ehmar LLC | Williston","","Derek Whitworth","Wholesale","","BrandonG","72776145"
"582","Reid Williams","","Unassigned","Retail","","ShipStation","74820951"
"311","Reign and smoke","","Unassigned","Wholesale","","Sergio","72776118"
"346","Releaf","","admin","Wholesale","","admin","72776119"
"696","Reno Smokeshop & Headshop","","JaredM","Wholesale","","Jared","72776120"
"499","Rep Rally","","Joe Simmons","Wholesale","","admin","72776426"
"411","Rex's Smoke Shop","","JaredM","Wholesale","","Tates","72776123"
"1825","Rippah's","","Ben Wallner","Distributor","","BenW","74820904"
"1666","Rise Smoke Shop","","Joe Simmons","Wholesale","","JSimmons","72444026"
"1478","River Tobacco","","Joe Simmons","Wholesale","","admin","71808324"
"1144","RK Distributor INC","","Unassigned","Distributor","","Jared","72776125"
"796","ROADSTER TRAVEL CENTER","","Unassigned","Retail","","SHOPIFY","74821015"
"761","ROADTRIP","","Unassigned","Wholesale","","SHOPIFY","73005784"
"1419","Roanoke Tobacco","","Unassigned","Wholesale","","JSimmons","72776150"
"593","Rob Gallagher","","Unassigned","Retail","","ShipStation","74820962"
"827","robert farias","","Unassigned","Retail","","admin","74437762"
"1092","Robert Owens","","JaredM","Wholesale","","JoshC","72776151"
"1074","Rochester Smoke Shop","","Brandon Good","Wholesale","","JSimmons","74820808"
"1818","ROCKIN G OIL","","ShipStation","Retail","","ShipStation","74820901"
"675","Rollin Smoke Shop","","Ben Wallner","Wholesale","","DerekW","70961278"
"1661","Rolling & Co","","Jared Leuzinger","Wholesale","","Jared","72432045"
"1413","Roots Culture & Hemp","","Unassigned","Wholesale","","JSimmons","72776152"
"1667","Roots Kava Bar","","Derek Whitworth","Wholesale","","DerekW","72446008"
"1960","Route 11 Gas & Convenience","","Unassigned","Wholesale","","DerekW","74820935"
"644","Royal Novelties","","Ben Wallner","Wholesale","","DerekW","70961277"
"286","Royal Smokes","","JaredM","Wholesale","","mattPeters","72776135"
"1088","Royal Tobacco Outlet","","Derek Whitworth","Wholesale","","Jared","74820814"
"1341","RRR Wholesale","","Jared Leuzinger","Distributor","","BenW","72212765"
"842","Rusty's Vape & Smoke Shop","","Brandon Good","Wholesale","","Jared","72415332"
"210","SA Novelty Wholesale","","Jared Leuzinger","Distributor","","mattPeters","72776136"
"676","SAC Valley Vapes LLC","","Ben Wallner","Distributor","","BenW","72776137"
"822","Sacramento Cash & Carry","","Unassigned","Distributor","","admin","72776428"
"502","SafeMoon Smoke Shop","","Unassigned","Wholesale","","DerekW","72776139"
"1460","Sak Wholesale","","Sergio","Distributor","","Zalak","72196404"
"1222","Salina Wholesale","","Zalak Zaveri","Distributor","","BrandonG","74820853"
"590","Sam Wray","","Unassigned","Retail","","ShipStation","74820959"
"508","Sam's Smoke Shop & Hookah","","Brandon Good","Wholesale","","Jared","72776155"
"583","Samer Bader","","Unassigned","Retail","","ShipStation","74820952"
"629","Samuel Davis","","Unassigned","Retail","","ShipStation","74820999"
"503","Santa Clara Smoke Shop","","Unassigned","Wholesale","","DerekW","72776144"
"136","Santino Novasio","","Unassigned","Retail","","admin","74820873"
"1165","Sapphire Smoke Shop","","Ben Wallner","Wholesale","","DerekW","72776157"
"1467","Sarasota Rally","","Zalak Zaveri","Wholesale","","Zalak","72776147"
"305","sarok whitelabel","","Unassigned","Wholesale","","Sergio","72196284"
"125","Sasquatch Smokeshop","","Unassigned","Wholesale","","red","72776148"
"121","Savage Wholesale","","Derek Whitworth","Distributor","","DerekW","74820846"
"825","Say Central Distributors","","Derek Whitworth","Distributor","","Jared","72776149"
"1502","SD Suppliers","","Derek Whitworth","Distributor","","DerekW","71509006"
"1769","SEABREEZE GOURMET DELI 1 CORP","","ShipStation","Retail","","ShipStation","74820879"
"1274","Seattle Hill Smoke & Vape | WA","","Ben Wallner","Wholesale","","BrandonG","72776158"
"1636","Sector 4","","Derek Whitworth","Wholesale","","DerekW","72395768"
"1504","Security Smoke LLC","","Derek Whitworth","Wholesale","","DerekW","71509018"
"738","Sema-Vape International","","Jared Leuzinger","Wholesale","","Jared","71725251"
"1582","Sentyrz Liquor & Supermarket","","Joe Simmons","Wholesale","","JSimmons","72231326"
"607","Sergio Palomino","","Unassigned","Retail","","ShipStation","74820977"
"523","Session Supply Co.","","Brandon Good","Wholesale","","Jared","72776153"
"1705","Sexy Vape 2 Smoke Shop","","Zalak Zaveri","Distributor","","Zalak","72768123"
"1866","SF Professional Distribution LLC","","admin","Distributor","","admin","74820916"
"542","SF professional distro","","Unassigned","Distributor","","Unassigned","72196312"
"1301","Shaggy's Den Smoke Shop","","Unassigned","Wholesale","","Jared","72776159"
"1117","Shah smoke studio & convenience","","Derek Whitworth","Wholesale","","BrandonG","72776160"
"831","Shawn Chaney","","Unassigned","Retail","","SHOPIFY","74821018"
"625","Shaylyn Svoboda","","Unassigned","Wholesale","","ShipStation","74437656"
"712","Shell cold springs","","Unassigned","Wholesale","","Sergio","72196346"
"22","Shopify Customer","","SHOPIFY","Retail","","SHOPIFY","74820941"
"1082","Show Me Smoke Shop | KC","","Unassigned","Wholesale","","BrandonG","72776161"
"1687","Show Samples","","Derek Whitworth","Retail","","DerekW","74820876"
"739","Shylock Wholesale","","Brandon Good","Distributor","","BrandonG","70961242"
"897","Sierra Market","","Ben Wallner","Wholesale","","admin","72776431"
"1043","Silk Road Distro","","admin","Distributor","","admin","74820803"
"1280","Silver Fox tobacco & vape smoke shop","","Unassigned","Wholesale","","JSimmons","72776162"
"404","Silverbell Smoke Shop","","JaredM","Wholesale","","Tates","72776164"
"966","sj mart","","Sergio","Wholesale","","Sergio","72196367"
"421","SK Enterprise","","Unassigned","Distributor","","mattPeters","72776165"
"575","sky high Distribution","","JaredM","Distributor","","Jared","72776166"
"731","Sky High Smoke Shop","","Brandon Good","Wholesale","","DerekW","70961266"
"413","Sky Rise Vapor & Glassworks Mesquite","","Jared Leuzinger","Wholesale","","admin","72775531"
"493","Sky Rise Vapor Garland","","Jared Leuzinger","Wholesale","","Tates","72776163"
"1038","skyhigh distribution","","JaredM","Distributor","","Jared","74820801"
"329","SLC Haze","","Brandon Good","Wholesale","","Sergio","72776169"
"1491","Slidell discount tobacco","","JaredM","Wholesale","","Jared","72776167"
"1160","Smoekshop LLC","","Derek Whitworth","Wholesale","","DerekW","74820832"
"1292","Smoke 'N Brew","","Unassigned","Wholesale","","JSimmons","72776189"
"1652","Smoke & Ashes Tobacco","","Derek Whitworth","Wholesale","","DerekW","72395764"
"1867","SMOKE & EVE","","Jared Leuzinger","Wholesale","","Jared","73015803"
"915","Smoke 4 Less","","Unassigned","Wholesale","","DerekW","72466251"
"157","Smoke and stuff #1 Eddie","","Unassigned","Wholesale","","Sergio","72776172"
"446","Smoke and Vape","","Unassigned","Wholesale","","DerekW","72776173"
"1495","Smoke and Vapes","","Jared Leuzinger","Wholesale","","Jared","72776168"
"1334","Smoke Box","","Zalak Zaveri","Wholesale","","DerekW","70961233"
"1496","Smoke Central Frisco","","Jared Leuzinger","Wholesale","","Jared","72776170"
"1324","Smoke City 2030","","Zalak Zaveri","Wholesale","","JSimmons","72776174"
"303","Smoke Club","","Derek Whitworth","Wholesale","","mattPeters","72776178"
"706","smoke connection","","Unassigned","Wholesale","","Sergio","72196340"
"817","Smoke Convenience","","Unassigned","Wholesale","","admin","72776433"
"1201","Smoke Depot Smoke Shop","","JaredM","Wholesale","","Unassigned","72776181"
"161","Smoke District","","Zalak Zaveri","Wholesale","","Jared","72776182"
"1497","Smoke Division","","Sergio","Wholesale","","Sergio","72196406"
"288","Smoke Empire","","Jared Leuzinger","Wholesale","","mattPeters","72776183"
"177","Smoke ET","","Jared Leuzinger","Wholesale","","Jared","72776184"
"317","Smoke for Less","","Unassigned","Wholesale","","Jared","72776175"
"672","Smoke It Up","","Unassigned","Wholesale","","Jared","72776186"
"967","Smoke King Pipe","","Brandon Good","Wholesale","","DerekW","72776176"
"1285","Smoke Master Tobacco","","Derek Whitworth","Wholesale","","JSimmons","72776177"
"1490","Smoke N More","","JaredM","Wholesale","","Jared","72776179"
"784","Smoke N Mountains","","Brandon Good","Wholesale","","Jared","72776185"
"826","Smoke N Puff Minot","","Unassigned","Wholesale","","BrandonG","72776187"
"1489","Smoke N Smoke","","JaredM","Wholesale","","Jared","72776188"
"242","Smoke N Stuff","","JaredM","Wholesale","","Jared","72776194"
"1763","SMOKE N VAPE","","ShipStation","Wholesale","","ShipStation","73015780"
"1638","Smoke Nation","","Derek Whitworth","Wholesale","","DerekW","72395770"
"464","SMOKE PLUS","","Ben Wallner","Wholesale","","Tates","72776195"
"1291","Smoke Plus TX","","Jared Leuzinger","Wholesale","","JSimmons","72776190"
"1049","SMOKE RINGS --WILMINGTON-WT","","Zalak Zaveri","Wholesale","","admin","72776434"
"858","SMOKE RINGS ASHEVILLE-ASH1 (NC)","","admin","Wholesale","","admin","72775566"
"859","SMOKE RINGS ASHEVILLE-ASH2 (NC)","","admin","Wholesale","","admin","72775574"
"975","SMOKE RINGS BOONE-BN (NC)","","admin","Wholesale","","admin","72775577"
"982","SMOKE RINGS BURLINGTON-BT (NC)","","admin","Wholesale","","admin","72775579"
"992","SMOKE RINGS CHAPEL HILL-CH (NC)","","admin","Wholesale","","admin","72775580"
